,Name,Description,Genre,Rating,Trailer,Age,Casts
66,Oldeuboi,"Oldeuboi is a movie starring Choi Min-sik, Yoo Ji-Tae, and Hye-jeong Kang. After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","Action,Drama,Mystery,Thriller",8.4,https://www.imdb.com/video/imdb/vi3130917145,R,"Choi Min-sik,Yoo Ji-Tae,Hye-jeong Kang,Kim Byeong-Ok,Dae-han Ji,Dal-su Oh,Seung-shin Lee,Jin-Seo Yoon,Tae-kyung Oh,Yeon-Seok Yoo,Il-han Oo,Young-hee Lee,Young-ae Kim,Mi Mi Lee,Jae-Duk Han"
67,Người Nhện: Vũ Trụ Mới,"Spider-Man: Into the Spider-Verse is a movie starring Shameik Moore, Jake Johnson, and Hailee Steinfeld. Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other...","Animation,Action,Adventure,Family,Sci-Fi",8.4,https://www.imdb.com/video/imdb/vi1489877529,PG,"Shameik Moore,Jake Johnson,Hailee Steinfeld,Mahershala Ali,Brian Tyree Henry,Lily Tomlin,Luna Lauren Velez,Zoë Kravitz,John Mulaney,Kimiko Glenn,Nicolas Cage,Kathryn Hahn,Liev Schreiber,Chris Pine,Natalie Morales"
68,Công Chúa Mononoke,"Mononoke-hime is a movie starring Yôji Matsuda, Yuriko Ishida, and Yûko Tanaka. On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining...","Animation,Adventure,Fantasy",8.4,https://www.imdb.com/video/imdb/vi2563293465,PG-13,"Billy Crudup,Billy Bob Thornton,Minnie Driver,John DiMaggio,Claire Danes,John DeMita,Jada Pinkett Smith,Gillian Anderson,Keith David,Corey Burton,Tara Strong,Julia Fletcher,Debi Derryberry,Alex Fernandez,Jack Fletcher"
69,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb is a movie starring Peter Sellers, George C. Scott, and Sterling Hayden. An insane general triggers a path to nuclear holocaust that a War Room full of politicians...",Comedy,8.3,https://www.imdb.com/video/imdb/vi3726294553,PG,"Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens,Peter Bull,James Earl Jones,Tracy Reed,Jack Creley,Frank Berry,Robert O'Neil,Glenn Beck,Roy Stephens,Shane Rimmer,Hal Galili"
70,Kỵ Sĩ Bóng Đêm Trỗi Dậy,"The Dark Knight Rises is a movie starring Christian Bale, Tom Hardy, and Anne Hathaway. Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City...","Action,Adventure",8.3,https://www.imdb.com/video/imdb/vi2376312089,PG-13,"Christian Bale,Gary Oldman,Tom Hardy,Joseph Gordon-Levitt,Anne Hathaway,Marion Cotillard,Morgan Freeman,Michael Caine,Matthew Modine,Alon Aboutboul,Ben Mendelsohn,Burn Gorman,Daniel Sunjata,Aidan Gillen,Sam Kennard"
71,Once Upon a Time in America,"Once Upon a Time in America is a movie starring Robert De Niro, James Woods, and Elizabeth McGovern. A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again...","Crime,Drama",8.3,https://www.imdb.com/video/imdb/vi2777395225,R,"Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams,Tuesday Weld,Burt Young,Joe Pesci,Danny Aiello,William Forsythe,James Hayden,Darlanne Fluegel,Larry Rapp,Dutch Miller,Robert Harper,Richard Bright"
72,Nhung Nguoi Ngoai Hanh Tinh,"Aliens is a movie starring Sigourney Weaver, Michael Biehn, and Carrie Henn. Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and...","Action,Adventure,Sci-Fi,Thriller",8.3,https://www.imdb.com/video/imdb/vi368744473,R,"Sigourney Weaver,Carrie Henn,Michael Biehn,Paul Reiser,Lance Henriksen,Bill Paxton,William Hope,Jenette Goldstein,Al Matthews,Mark Rolston,Ricco Ross,Colette Hiller,Daniel Kash,Cynthia Dale Scott,Tip Tipping"
73,Tên Cậu Là Gì?,"Kimi no na wa. is a movie starring Ryûnosuke Kamiki, Mone Kamishiraishi, and Ryô Narita. Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?","Animation,Drama,Fantasy,Romance",8.3,https://www.imdb.com/video/imdb/vi1705097753,PG,"Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita,Aoi Yûki,Nobunaga Shimazaki,Kaito Ishikawa,Kanon Tani,Masaki Terasoma,Sayaka Ôhara,Kazuhiko Inoue,Chafûrin,Kana Hanazawa,Yuka Terasaki,Takashi Onozuka,Yôhei Namekawa"
74,Avengers: Hồi Kết,"Avengers: Endgame is a movie starring Robert Downey Jr., Chris Evans, and Mark Ruffalo. After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers...","Action,Adventure,Drama,Sci-Fi",8.3,https://www.imdb.com/video/imdb/vi2163260441,PG-13,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Don Cheadle,Paul Rudd,Benedict Cumberbatch,Chadwick Boseman,Brie Larson,Tom Holland,Karen Gillan,Zoe Saldana,Evangeline Lilly"
75,Coco,"Coco is a movie starring Anthony Gonzalez, Gael García Bernal, and Benjamin Bratt. Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a...","Animation,Adventure,Family,Fantasy,Music,Mystery",8.3,https://www.imdb.com/video/imdb/vi4249729305,PG,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renee Victor,Jaime Camil,Alfonso Arau,Herbert Siguenza,Gabriel Iglesias,Lombardo Boyar,Ana Ofelia Murguía,Natalia Cordova-Buckley,Selene Luna,Edward James Olmos,Sofía Espinosa"
76,Vẻ Đẹp Mỹ,"American Beauty is a movie starring Kevin Spacey, Annette Bening, and Thora Birch. A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.",Drama,8.3,https://www.imdb.com/video/imdb/vi788506137,R,"Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Peter Gallagher,Allison Janney,Chris Cooper,Scott Bakula,Sam Robards,Barry Del Sherman,Ara Celi,John Cho,Fort Atkinson,Sue Casey"
77,Trái Tim Dũng Cảm,"Braveheart is a movie starring Mel Gibson, Sophie Marceau, and Patrick McGoohan. Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.","Biography,Drama,History,War",8.3,https://www.imdb.com/video/imdb/vi2874063641,R,"James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,Brian Cox,Patrick McGoohan,Peter Hanly,Sophie Marceau,Stephen Billington"
78,3 Idiots,"3 Idiots is a movie starring Aamir Khan, Madhavan, and Mona Singh. Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think...","Comedy,Drama",8.3,https://www.imdb.com/video/imdb/vi3086596889,PG-13,"Aamir Khan,Madhavan,Sharman Joshi,Kareena Kapoor,Boman Irani,Omi Vaidya,Mona Singh,Olivier Lafont,Rahul Kumar,Parikshit Sahni,Farida Dadi,Amardeep Jha,Mukund Bhatt,Chaitali Bose,Javed Jaffrey"
79,Das Boot,"Das Boot is a movie starring Jürgen Prochnow, Herbert Grönemeyer, and Klaus Wennemann. The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.","Adventure,Drama,Thriller,War",8.3,https://www.imdb.com/video/imdb/vi4153458201,R,"Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,Martin Semmelrogge,Bernd Tauber,Erwin Leder,Martin May,Heinz Hoenig,Uwe Ochsenknecht,Claude-Oliver Rudolph,Jan Fedder,Ralf Richter,Joachim Bernhard,Oliver Stritzel"
80,Câu Chuyện Đồ Chơi,"Toy Story is a movie starring Tom Hanks, Tim Allen, and Don Rickles. A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.","Animation,Adventure,Comedy,Family,Fantasy",8.3,https://www.imdb.com/video/imdb/vi2052129305,G,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Erik von Detten,Laurie Metcalf,R. Lee Ermey,Sarah Freeman,Penn Jillette,Jack Angel,Spencer Aste"
81,Capharnaüm,"Capharnaüm is a movie starring Zain Al Rafeea, Yordanos Shiferaw, and Boluwatife Treasure Bankole. While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Drama,8.3,https://www.imdb.com/video/imdb/vi1667873305,R,"Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Kawsar Al Haddad,Fadi Yousef,Cedra Izzam,Alaa Chouchnieh,Elias Khoury,Mohammad Al Abdallah,Mohamad Abdellatif,Abdo Abdo,Hampig Abraham,Jamil Ahmad,Mohamad Akkar,Elias Akobegia"
82,Tengoku to jigoku,"Tengoku to jigoku is a movie starring Toshirô Mifune, Yutaka Sada, and Tatsuya Nakadai. An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.","Crime,Drama,Mystery,Thriller",8.3,https://www.imdb.com/video/imdb/vi2921184793,Not Rated,"Toshirô Mifune,Tatsuya Nakadai,Kyôko Kagawa,Tatsuya Mihashi,Isao Kimura,Kenjirô Ishiyama,Takeshi Katô,Takashi Shimura,Jun Tazaki,Nobuo Nakamura,Yûnosuke Itô,Tsutomu Yamazaki,Minoru Chiaki,Eijirô Tôno,Masao Shimizu"
83,Amadeus,"Amadeus is a movie starring F. Murray Abraham, Tom Hulce, and Elizabeth Berridge. The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of...","Biography,Drama,History,Music",8.3,https://www.imdb.com/video/imdb/vi2535496985,R,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Charles Kay,Kenneth McMillan,Kenny Baker,Lisbeth Bartlett,Barbara Bryne,Martin Cavina,Roderick Cook,Milan Demjanenko"
84,Định Mệnh,"Inglourious Basterds is a movie starring Brad Pitt, Diane Kruger, and Eli Roth. In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's...","Adventure,Drama,War",8.3,https://www.imdb.com/video/imdb/vi3738173977,R,"Brad Pitt,Mélanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender,Diane Kruger,Daniel Brühl,Til Schweiger,Gedeon Burkhard,Jacky Ido,B.J. Novak,Omar Doom,August Diehl,Denis Ménochet,Sylvester Groth"
85,Star Wars: Episode VI - Return of the Jedi,"Star Wars: Episode VI - Return of the Jedi is a movie starring Mark Hamill, Harrison Ford, and Carrie Fisher. After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death...","Action,Adventure,Fantasy,Sci-Fi",8.3,https://www.imdb.com/video/imdb/vi1702936345,PG,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels,Peter Mayhew,Sebastian Shaw,Ian McDiarmid,Frank Oz,James Earl Jones,David Prowse,Alec Guinness,Kenny Baker,Michael Pennington,Kenneth Colley"
86,Cậu Bé Đặc Biệt,"Taare Zameen Par is a movie starring Darsheel Safary, Aamir Khan, and Tisca Chopra. An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem...","Drama,Family",8.3,https://www.imdb.com/video/imdb/vi1834943001,PG,"Darsheel Safary,Aamir Khan,Tisca Chopra,Vipin Sharma,Sachet Engineer,Tanay Chheda,Lalitha Lajmi,Girija Oak,Ravi Khanvilkar,Pratima Kulkarni,Meghna Malik,Sonali Sachdev,Sanjay Dadich,Raaj Gopal Iyer,Bugs Bhargava"
87,Good Will Hunting,"Good Will Hunting is a movie starring Robin Williams, Matt Damon, and Ben Affleck. Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","Drama,Romance",8.3,https://www.imdb.com/video/imdb/vi1281211929,R,"Matt Damon,Ben Affleck,Stellan Skarsgård,John Mighton,Rachel Majorowski,Colleen McCauley,Casey Affleck,Cole Hauser,Matt Mercier,Ralph St. George,Rob Lynds,Dan Washington,Alison Folland,Derrick Bridgeman,Vik Sahay"
88,Reservoir Dogs,"Reservoir Dogs is a movie starring Harvey Keitel, Tim Roth, and Michael Madsen. When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Crime,Drama,Thriller",8.3,https://www.imdb.com/video/imdb/vi3028484377,R,"Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Randy Brooks,Kirk Baltz,Edward Bunker,Quentin Tarantino,Rich Turner,David Steen,Tony Cosmo,Stevo Polyi,Michael Sottile"
89,2001: A Space Odyssey,"2001: A Space Odyssey is a movie starring Keir Dullea, Gary Lockwood, and William Sylvester. After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from...","Adventure,Sci-Fi",8.3,https://www.imdb.com/video/imdb/vi2674767897,G,"Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis"
90,Nguyen Cau Cho Mot Giac Mo,"Requiem for a Dream is a movie starring Ellen Burstyn, Jared Leto, and Jennifer Connelly. The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.",Drama,8.3,https://www.imdb.com/video/imdb/vi2156069145,R,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin"
91,Vertigo,"Vertigo is a movie starring James Stewart, Kim Novak, and Barbara Bel Geddes. A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.","Mystery,Romance,Thriller",8.3,https://www.imdb.com/video/imdb/vi216072473,PG,"James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones,Raymond Bailey,Ellen Corby,Konstantin Shayne,Lee Patrick"
92,M - Eine Stadt sucht einen Mörder,"M - Eine Stadt sucht einen Mörder is a movie starring Peter Lorre, Ellen Widmann, and Inge Landgut. When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","Crime,Mystery,Thriller",8.3,https://www.imdb.com/video/imdb/vi605863449,Passed,"Peter Lorre,Ellen Widmann,Inge Landgut,Otto Wernicke,Theodor Loos,Gustaf Gründgens,Friedrich Gnaß,Fritz Odemar,Paul Kemp,Theo Lingen,Rudolf Blümner,Georg John,Franz Stein,Ernst Stahl-Nachbaur,Gerhard Bienert"
93,Tia Nắng Vĩnh Cửu Của Tâm Hồn Tinh Khiết,"Eternal Sunshine of the Spotless Mind is a movie starring Jim Carrey, Kate Winslet, and Tom Wilkinson. When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.","Drama,Romance,Sci-Fi",8.3,https://www.imdb.com/video/imdb/vi2292515097,R,"Jim Carrey,Kate Winslet,Gerry Robert Byrne,Elijah Wood,Thomas Jay Ryan,Mark Ruffalo,Jane Adams,David Cross,Kirsten Dunst,Tom Wilkinson,Ryan Whitney,Debbon Ayer,Amir Ali Said,Brian Price,Paulie Litt"
94,Cuộc Săn Lùng,"Jagten is a movie starring Mads Mikkelsen, Thomas Bo Larsen, and Annika Wedderkopp. A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news...",Drama,8.3,https://www.imdb.com/video/imdb/vi2244519449,R,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,Susse Wold,Anne Louise Hassing,Lars Ranthe,Alexandra Rapaport,Sebastian Bull Sarning,Steen Ordell Guldbrand Jensen,Daniel Engstrup,Troels Thorsen,Søren Rønholt,Hana Shuan,Jytte Kvinesdal"
95,Citizen Kane,"Citizen Kane is a movie starring Orson Welles, Joseph Cotten, and Dorothy Comingore. Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.","Drama,Mystery",8.3,https://www.imdb.com/video/imdb/vi568630553,PG,"Joseph Cotten,Dorothy Comingore,Agnes Moorehead,Ruth Warrick,Ray Collins,Erskine Sanford,Everett Sloane,William Alland,Paul Stewart,George Coulouris,Fortunio Bonanova,Gus Schilling,Philip Van Zandt,Georgia Backus,Harry Shannon"
96,Dangal,"Dangal is a movie starring Aamir Khan, Sakshi Tanwar, and Fatima Sana Shaikh. Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.","Action,Biography,Drama,Sport",8.3,https://www.imdb.com/video/imdb/vi2094904857,Not Rated,"Aamir Khan,Fatima Sana Shaikh,Sanya Malhotra,Sakshi Tanwar,Aparshakti Khurana,Zaira Wasim,Suhani Bhatnagar,Ritvik Sahore,Girish Kulkarni,Ravi Aneja,Anurag Arora,Mahesh Balraj,Vivan Bhatena,Anmol Charan,Karamveer Choudhary"
97,Full Metal Jacket,"Full Metal Jacket is a movie starring Matthew Modine, R. Lee Ermey, and Vincent D'Onofrio. A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to...","Drama,War",8.2,https://www.imdb.com/video/imdb/vi3225663513,R,"Matthew Modine,Adam Baldwin,Vincent D'Onofrio,R. Lee Ermey,Dorian Harewood,Kevyn Major Howard,Arliss Howard,Ed O'Ross,John Terry,Kieron Jecchinis,Kirk Taylor,Tim Colceri,Jon Stafford,Bruce Boa,Ian Tyler"
98,Ladri di biciclette,"Ladri di biciclette is a movie starring Lamberto Maggiorani, Enzo Staiola, and Lianella Carell. In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",Drama,8.2,https://www.imdb.com/video/imdb/vi36354073,Not Rated,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Elena Altieri,Gino Saltamerenda,Giulio Chiari,Vittorio Antonucci,Michele Sakara,Fausto Guerzoni,Emma Druetti,Carlo Jachino"
99,1917,"1917 is a movie starring Dean-Charles Chapman, George MacKay, and Daniel Mays. April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that...","Drama,War",8.2,https://www.imdb.com/video/imdb/vi4095655705,R,"Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,Pip Carter,Andy Apollo,Paul Tinto,Josef Davies,Billy Postlethwaite,Gabriel Akuwudike,Andrew Scott,Spike Leighton,Robert Maaser,Gerran Howell,Adam Hugill"
